ccode,country name,1500,1501,1502,1503,1504,1505,1506,1507,1508,1509,1510,1511,1512,1513,1514,1515,1516,1517,1518,1519,1520,1521,1522,1523,1524,1525,1526,1527,1528,1529,1530,1531,1532,1533,1534,1535,1536,1537,1538,1539,1540,1541,1542,1543,1544,1545,1546,1547,1548,1549,1550,1551,1552,1553,1554,1555,1556,1557,1558,1559,1560,1561,1562,1563,1564,1565,1566,1567,1568,1569,1570,1571,1572,1573,1574,1575,1576,1577,1578,1579,1580,1581,1582,1583,1584,1585,1586,1587,1588,1589,1590,1591,1592,1593,1594,1595,1596,1597,1598,1599,1600,1601,1602,1603,1604,1605,1606,1607,1608,1609,1610,1611,1612,1613,1614,1615,1616,1617,1618,1619,1620,1621,1622,1623,1624,1625,1626,1627,1628,1629,1630,1631,1632,1633,1634,1635,1636,1637,1638,1639,1640,1641,1642,1643,1644,1645,1646,1647,1648,1649,1650,1651,1652,1653,1654,1655,1656,1657,1658,1659,1660,1661,1662,1663,1664,1665,1666,1667,1668,1669,1670,1671,1672,1673,1674,1675,1676,1677,1678,1679,1680,1681,1682,1683,1684,1685,1686,1687,1688,1689,1690,1691,1692,1693,1694,1695,1696,1697,1698,1699,1700,1701,1702,1703,1704,1705,1706,1707,1708,1709,1710,1711,1712,1713,1714,1715,1716,1717,1718,1719,1720,1721,1722,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
417,Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.09462,30.7268,40.28789,44.39596,36.98558,57.12547,96.19048,124.74656,141.58112,138.52781,159.7345,179.79374,202.82648,193.70342,226.62074,240.08452,235.36279,192.74446,80.47704,67.58495,68.41329,67.31503,67.28155,101.52324,153.41954,179.792067,205.870057,197.066629,193.111462,227.296868,288.499164,257.165666,277.91828,411.346484,401.080203,352.161234,388.24935,390.256017,351.097555,330.335857,396.871689,372.6977,312.57614,334.35992,305.147628,289.39702,288.48178,313.942307,287.565692,274.582748,290.85193,276.30637,266.415201,315.24804,320.06499,307.35025,300.32616,306.216963,307.49637,356.6047,282.63555,277.614671,232.30349,266.54865,243.65731,230.780955,208.777208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.42727,254.76944,148.37335,164.78932,213.57786,263.61632,381.61671,489.86548,642.64055,663.981293,678.544465,625.138607,584.42646,529.29544,719.865009,700.260875,776.77262,732.107511,778.430196,946.415732,1112.90607,1159.504582,1072.79496,1032.101541,1032.550017,851.96867,802.20439,815.16626,858.730999,871.95238,917.76962,1005.189279,1079.024039,871.825899,994.89329,961.56737,875.337134,908.32208,920.34044,931.123509,1008.49936,905.802814,890.98588,859.59127,945.132836,884.743545,802.52941,817.30034,741.722809,722.45098,587.177456,523.138013,576.86375,629.06613,664.544773,790.99424,798.69055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.57693,145.62891,70.95038,69.29178,81.43892,93.04751,126.50994,196.72367,303.90397,362.187598,420.263681,446.709136,478.718134,504.256495,679.901518,708.401674,696.66174,689.387283,666.110577,786.333328,797.86926,674.66803,688.367915,681.523675,698.675493,730.2716,781.19708,673.09924,705.813117,701.84624,696.7193,592.912804,573.870053,508.080138,568.31327,543.387,442.772282,451.89249,514.61653,504.5635,486.71305,588.330266,661.23058,692.23303,729.665428,794.807518,790.69663,805.29072,824.181059,729.643463,873.60902,,638.06017,602.87275,784.044944,861.28588,993.64395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.317886,,,,347.28072,452.90597,452.53873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.104709,,,,,,,37.950302,40.662621,52.35455,93.07962,73.13277,47.56335,,111.04543,80.1084,107.596828,107.066737,92.384937,103.2015,117.7928,103.71227,104.3955,101.07676,151.519164,141.52501,167.138547,193.95935,238.90422,262.252243,164.293936,213.08511,,,195.551336,261.491085,209.258587,,202.57161,211.079715,329.53575,291.38416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.32298,192.13688,204.03487,,158.01753,285.65373,344.119852,385.06089,382.179854,355.46049,411.78373,382.567086,361.37394,453.22644,360.359321,302.19697,362.984392,685.68827,781.39713,890.776057,1028.702826,998.1969,1206.14129,1108.108799,1086.335531,1280.955258,,1079.53878,1127.00266,,1071.92227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.82353,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.82353,3.8235298,3.82353,3.82353,3.82353,3.8235298,3.8235298,3.82353,3.8235298,3.82353,3.82353,3.8235298,3.82353,3.8235298,3.82353,3.8235298,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.8235298,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.8235298,3.82353,3.82353,3.8235298,3.82353,3.82353,3.82353,3.82353,3.82353,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.8235298,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.82353,3.8235298,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.029226,,,,66.973017,50.90918,67.25034,91.436387,102.794289,106.477333,107.45995,97.94182,,53.434248,58.36325,91.17926,81.588915,80.611894,94.775115,96.9676,95.94904,77.96533,,,,,42.218538,39.33507,,60.002554,71.410683,62.42795,96.41487,59.010673,41.86317,30.713554,,,,,,65.49887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.06442,68.25125,37.87968,40.78882,51.73693,62.85097,89.88064,128.96162,187.31774,212.610326,237.113684,239.694035,250.533092,243.863111,274.756431,254.344835,262.1014,283.079734,296.636696,290.136457,346.11756,427.180265,447.003894,439.949403,407.520511,373.77582,366.80651,436.52526,427.844826,374.70911,475.72455,502.363273,477.450587,433.539835,499.12607,442.47799,400.679998,343.34273,365.80837,360.454399,374.8488,379.513805,363.98735,362.74916,357.139124,367.149675,354.7453,364.5046,370.658833,339.259401,291.952446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.134098,12.560179,10.061155,10.680237,11.920088,17.529741,,11.923183,7.584237,11.511983,12.95938,,,,,,,,,,,7.478519,,,,,,,,,,,,,,,,,,,,,,,13.132893,34.17877,32.73156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Netherlands,39.5458,33.566862,59.80026,58.075844,46.2489458,46.038182,42.9641042,22.8097651,29.733808,33.903514,22.4993402,36.394811,36.228954,54.095779,73.1797571,68.722891,47.8063145,49.030527,58.297354,48.584665,42.989561,44.130952,25.222875,33.128518,29.0202406,14.4439953,27.449237,20.8183968,7.7713214,15.471812,11.5509786,8.7606391,11.445939,8.6809736,8.8214424,13.799094,12.4874629,18.6458331,17.3234702,15.6337719,18.3920764,13.4260578,7.2899307,9.6756124,8.427579,2.3969066,10.7369259,1.1875551,1.1821432,0.8415429,5.8569665,11.5439452,16.0327373,9.2436117,11.6456321,4.5797772,12.5369925,13.6143919,14.681711,16.7026334,8.32325,11.882587,4.435664,13.9638595,24.1743023,22.168174,36.7483371,23.93563,17.582696,9.3732766,5.498366,11.0682477,5.826725,9.6533483,20.144614,9.608268,19.986225,22.800038,22.681212,50.607534,46.017479,48.6267091,58.627306,52.412991,92.128031,87.559118,84.572112,75.697287,78.80885,60.244805,71.875807,78.494689,51.150402,70.857138,93.839838,112.541077,113.386126,182.3586132,184.8301914,232.3109598,230.59545,158.0618169,152.8113145,203.0263043,169.4035015,169.613159,110.9585675,145.4841658,158.872305,184.407737,180.5183732,176.9392245,179.4525606,174.0706312,173.0213378,196.2559471,216.2965235,294.4673515,351.3159601,269.335542,203.1033132,236.7000077,197.9493739,188.4919909,186.3737099,145.4553817,167.9363852,185.3181328,192.8341957,222.4723205,233.9150701,225.018881,208.3990577,216.7540253,159.1108409,163.9325519,183.8573202,181.6566607,156.5182138,188.6250488,248.8382613,266.5964632,314.1869838,314.1548371,336.2222216,311.3900389,296.789314,360.2179851,365.1676524,370.9163408,423.3914682,319.029974,356.58422,286.659974,326.87428,367.98827,367.70027,343.457415,398.795219,390.932468,450.56913,380.60641,440.39498,370.0772,419.7931,336.59965,334.77885,309.927603,352.062241,385.696812,303.67878,317.644737,502.251609,323.387481,322.015527,307.635823,288.396573,295.71715,312.78267,356.5516,311.2782,258.46953,311.908262,355.455712,566.337622,415.439702,371.5,380.0734,536.649038,444.293318,428.60132,397.242722,387.116564,372.43568,326.870846,463.287888,393.889767,398.154497,362.9589,388.098497,463.9427516,387.071548,544.3393904,447.99497,487.44232271,443.1424738,434.3571667,455.56422048,389.979861,407.6811476,398.933574,390.907778,433.124115,368.8206,398.740277,416.417397,460.5347135,441.3630023,443.6901909,408.284405,464.804763,348.2509986,374.0756692,366.9904659,397.5005396,431.316208,377.096013,408.8731573,390.850038,369.35078,440.4178995,461.838513,496.820876,477.7412921,514.886992,562.932268,517.74078,554.557845,506.164552,478.623901,487.673039,481.15633,625.141101,500.726157,499.213368,451.93369,448.1699597,636.655965,863.178768,718.2781194,684.4710829,632.625766,527.774771,524.1530915,524.3135711,460.225637,526.394497,469.425888,541.90002,470.08075,400.373349,465.202609,403.858357,404.456436,403.152438,424.577095,513.176862,488.221912,510.913195,507.627227,483.307887,407.451281,533.282673,505.549649,516.235316,526.097354,488.258744,475.891659,559.061789,544.707851,535.025634,815.371083,775.393449,752.261588,732.004476,655.185928,662.116644,802.90018,506.41745,384.147952,473.136463,446.499841,423.861125,526.68073,509.018607,947.260965,652.652139,556.108126,486.260573,544.910071,502.478219,608.92127,652.00532,714.23784,616.10195,699.87649,649.13305,624.71876,551.95458,583.07084,616.33565,385.20978,250.38636,313.67082,627.34164,634.22039,557.17843,570.93592,582.85908,547.0896,576.0823,474.4186,490,482.95688,483.83185,611.37629,469.91742,441.23389,487.81431,493.1034,740.22028,610.25254,580.86304,494.22288,521.24123,563.32357,538.01593,504.12039,485.2889,534.87557,681.9127,550.8388,536.92412,556.1892,497.01393,621.26682,556.53307,536.95865,642.8804,610.53316,875.7263,612.8312,598.3581,745.7733,674.9534,723.6476,685.52106,646.0177,628.71888,603.81356,870.1025,648.8024,647.95009,713.5708,644.41854,728.03468,638.92078,659.82906,668.3601,608.95105,844.3213,595.70957,673.12944,614.98638,614.9533,732.3126,597.3382,577.90368,600.93897,582.53889,783.5766,573.67,564.6489,563.8756,569.0961,592.3761,571.1974,567.8392,583.7094,555.6299,799.3385,556.3795,578.152,560.8454,581.0668,668.5405,595.15,589.2604,644.6132,581.4596,1010.1128,585.1369,614.8916,625.5335,666.7276,755.3594,681.8182,705.6042,718.804,736.6087,970.2803,702.5401,801.0877,805.9701,633.105,740.1095,695.6722,685.0015,688.5367,648.4938,881.4252,588.3543,629.9772,675.8042,692.45595,835.8675,712.08674,714.09715,775.36138,749.29324,1096.01725,737.84223,751.93894,743.96018,748.11174,911.54849,787.22405,803.00035,858.60679,822.70553,776.66404,734.99888,466.48971,432.05537,402.39782,598.03498,863.32767,852.54413,942.14286,845.118521,1142.924719,759.427496,808.708313,807.953048,827.290215,943.83305,851.74957,841.980548,857.075814,875.071898,1118.57914,898.810719,972.243128,978.023839,1018.048803,1100.06508,1071.15329,1144.17748,1223.370647,1263.96333,1450.39243,1328.277818,1396.637358,1437.149828,1649.19032,1847.6665,1946.998503,2036.60019,2125.3873,2297.362467,2503.19908,2441.027684,2539.4816,2552.71045,2643.823983,2787.864234,2763.26828,2825.17658,2973.442992,2940.822513,3041.29817,3122.017334,3174.45798,3314.64434,3384.236765,3401.56649,3313.66776,3121.6067,3197.7305,3121.3242,3074.5192,2944.4771,2980.184,2790.9331,2936.476,2721.44,2674.6569,2621.448,2740.8917,2628.8586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.049172,189.696643,171.511701,163.926701,175.833536,169.153073,305.687568,134.05017,157.44097,,341.46647,511.8592,456.330038,487.0306,616.207921,626.555296,572.64051,600.54697,311.56645,508.517579,457.23507,558.68885,428.129239,414.803182,447.48187,522.49542,605.23446,581.883909,612.65759,656.70605,788.737735,899.01109,784.504544,915.13833,903.62185,1046.694967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.779427,3.406505,,,15.27029,19.143843,20.35561,,21.298447,22.56487,21.679546,21.38389,20.55214,,,16.67058,,30.95376,14.906108,20.95308,18.41956,22.194207,26.069222,,26.30725,15.518674,15.569301,15.175393,15.601585,15.37022,,9.436962,12.00383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
